ad_id,image_path,text,dimensions,Click-through(CTR),Cost per Click(CPC),Return on Ad Spend(ROAS),Conversion(Value less than CTR),Purchase_Conversion_rate,ClassLabel_final
142.00,image_142,"Enter for
a chance
to win
a trip
MEDALLA
stiality
LEARN MORE","(160, 600)",31,0.662683447,0.389887237,12,1,web_site
143.00,image_143,"Welcome to...
TODAY'S NEWS-HERALD
HAVASUNEWS
Serving Lake Havasu City and the Lower Colorado River","(728, 90)",18,0.205293382,0.573119835,7,1,plate_rack
144.00,image_144,"CREALITY
K1 Flagship
3D Printer
Speed Rules All
凸
600mm/s
Hands-free
Printing Speed Auto Leveling
Free Gift
Buy Now
Limited Stock
CITALTY
Solve Ringing
with G-sensor
CREALITY","(300, 600)",31,0.663968162,7.43626037,8,2,desktop_computer
145.00,image_145,"FilmFreeway
Discover the world's
best film festivals
APLIC","(300, 250)",79,0.946634123,4.990841564,20,5,sunglasses
146.00,image_146,"PM
2:11
PAIN PHYSICIANS,
FEEL DISCONNECTED?
It's about time
for better connections
#1 Integrated EHR, PM & RCM Solution
Payments + Patient Engagement
M ModMed
MODERNIZING MEDICINE
KNOW MORE","(970, 250)",35,0.416933014,3.495277533,11,5,web_site
147.00,image_147,"5 STAPLES TO GET MORE LEADS
1
2
3
4 PROGRAMMATIC ADVERTISEMENTS
5 AN AUTOMATED CRM SYSTEM
A FULLY OPTIMIZED WEBSITE
GOOGLE ADS & LOCAL SERVICE ADS
SOCIAL MEDIA ADS
LET US DO
THE WORK!
501-313-0982
www.customerswhostick.com
Flypaper","(300, 250)",40,0.386846495,4.161513015,6,4,web_site
148.00,image_148,"OneRail
Evaluate
Last Mile
Delivery
Technology
with GartnerⓇ
Market Guide
Download
Gartner.","(160, 600)",38,0.510919209,9.142754309,5,1,web_site
149.00,image_149,"4 WEEKS AWAY
FROM NEW BODY
75470
AGE: 45-50
EAT STOP EAT
AGE: 55-60
18:6
w
AGE: 50-55
14:10
wie
AGE: 60-65
12:12
100 2:00
every
AGE: 65+
16:8
Eat only during an 8-hour
window. Fasting for the
remaining 16 hours. *45%
of users on the protocol now.","(970, 250)",50,0.994746372,4.01083333,13,2,abaya
150.00,image_150,"Kubota
B Series
$0 down 0% APR
60 months + save
up to $800
See full disclaimer at www.KubotaUSA.com/disclaimers
INA STORE
Inc.
SERVING YOU FROM Beum Downows Isa!
10035 21 Mile Rd. Tustin, MI 49688
>","(728, 90)",84,0.383113758,1.585363665,23,8,file
151.00,image_151,"GREAT THINGS HAPPEN
WHEN WE LIVE UNITED.
Ad Donate or Volunteer
Council
United
Way","(300, 250)",39,0.777284936,5.202094073,14,2,cassette
152.00,image_152,"Study your way
Make the everyday easier with Windows 11.
hp with
HP Envy x360
15-es2050wm
Shop now
Windows 11
CORE
Walmart","(300, 250)",28,0.60432754,6.474708429,5,3,web_site
153.00,image_153,"NHLSHOP.COM
AF Fanatics Experience
WITHHILL
SMASHVILLE
3
SHOP NOW","(300, 250)",26,0.453570407,7.695139803,6,0,sweatshirt
154.00,image_154,"aramco
powered by how
Discover how","(970, 90)",96,0.146903264,7.561246593,23,3,fountain_pen
155.00,image_155,"ebay
The Thrill
of the Find,
Found
Here
Shop Now →","(300, 250)",63,0.95780838,9.975746962,13,2,barber_chair
156.00,image_156,"CAT
SIMPLER, FASTER
PARTS SHOPPING
NOW ON THE GO.
DOWNLOAD THE
CAT CENTRAL APP
CAT","(300, 250)",85,0.315661293,7.882487601,22,4,comic_book
157.00,image_157,"MIRANDA LAMBERT
FROM
$73
BUY NOW","(300, 250)",30,0.019017835,4.493774446,4,0,fur_coat
158.00,image_158,"NEBULA
MARRIAGE VS BREAKUP
START TEST","(300, 250)",11,0.88393306,2.341037096,2,0,web_site
159.00,image_159,"RACE TO JUNE 30TH
Contribute Now
Curti","(300, 250)",32,0.435763585,6.552424458,12,4,stage
160.00,image_160,"7 days
7 ways
NATIONAL
SALVATION
ARMY
WELL
Make a Difference -
CLICK NOW TO
FEED A FAMILY!
You Can ""Do the
Most Good""
May 15th-21st
THE
SALVATION
ARMY","(728, 90)",15,0.690423222,3.857652798,7,3,file
161.00,image_161,"NO CHILD
SHOULD
$10 = 40 MEALS
Give to our local food banks and
GO HUNGRY be entered to win a Gator!
EVE
JOHN DEERE
GREENWAY
Donate Now!
No donation necessary to enter","(728, 90)",48,0.571861391,7.422999382,17,8,comic_book
162.00,image_162,"♥CVSHealth.
For
Join the heart
of health care
as a Pharmacist at CVS Health.
Sign-on bonus available
in select markets.
Apply now","(300, 600)",7,0.831377546,5.797466698,2,0,web_site
163.00,image_163,"CARE FOR YOUR SMILE
and let it brighten
your day
SAME DAY CROWNS
TEETH WHITENING
DENTAL IMPLANTS/BITESPLINTS
BEERS FAMILY DENTISTRY
Dr. Chad Beers and Dr. Kyle Lints
LWINNER
2015-2018-2021-2022
Dr. Chud Boers, D.D.S","(300, 250)",6,0.789231162,3.956402603,1,0,web_site
164.00,image_164,"WATCH
CHICAGO
TONIGHT
online app facebook podcast","(300, 250)",31,0.958040094,1.327896118,8,1,book_jacket
165.00,image_165,"ERGINEERED For over 15 years we have been a leader in
Systems
automated lubrication installations
LINCOLN
AFEX
FRE SUPPRESSION SYSTEMS CLICK HERE","(728, 90)",94,0.261956001,7.212766051,21,5,gondola
166.00,image_166,"fanbyte
The best gaming content,
delivered daily.","(300, 250)",14,0.147357269,2.161530131,1,0,comic_book
167.00,image_167,"JustFashion Now
SO WHEN IS THIS
""OLD ENOUGH TO
KNOW BETTER
SUPPOSED TO KICK IN
THAT'S WHAT100
I GRILL
I DRINK
AND KNOW
THINGS
UP TO 50% OFF
SHOP NOW","(300, 600)",45,0.290409915,1.122336523,7,1,web_site
168.00,image_168,"MANSCAPED
THE LAWN MOWER®4.0
Our Newest SkinSafe® Trimmer
Shop Now","(728, 90)",17,0.931842795,3.444708041,8,3,paintbrush
169.00,image_169,"COLLEGE
FOOTBALL
SATURDAY NIGHT
POWERED BY LEARFIELD
BECAUSE SATURDAY NIGHTS
ARE MEANT TO BE FUN.
KATE SCOTT & MIKE GOLIC
deliver a fresh play-by-play
broadcast this fall.","(300, 250)",14,0.219210213,9.345931223,3,0,comic_book
170.00,image_170,"HOT
LOH
and
theft
auto
2
Harry Potter
LOH
HOT
HOT
VAGAGAME.COM
HOT
HOT
MINECRAFT
HOT
LOH
and
Gheft
ащто
San Andreas","(970, 250)",4,0.040117588,6.537637823,0,0,hair_spray
171.00,image_171,"SPROUTS
FARMERS MARKET
Official Grocer of the Pac-12 Conference
GOOD-FOR-YOU GROCERIES FOR EVERY LIFESTYLE
SHOP NOW
EB","(728, 90)",21,0.976221349,4.015161867,2,0,bow
172.00,image_172,"The wallet, reimagined
SHOP NOW
bellroy","(300, 250)",32,0.295735577,3.410376058,11,2,fountain_pen
173.00,image_173,"AFFINITY
Photo 2
No subscription needed
Free trials available","(728, 90)",97,0.328435029,6.635936135,23,6,perfume
174.00,image_174,"DINO RUN
CONTINUE
1-
3
MyGameCenter","(336, 280)",17,0.608765632,9.777342216,2,0,rifle
175.00,image_175,Something Special is happening at Godstowe,"(728, 90)",78,0.314633672,3.505206666,21,7,oscilloscope
176.00,image_176,"Sandy Hook
PROMISE
Gun violence is preventable
when you ""know the signs"".
www.sandyhookpromise.org/warningsigns
Advertisement
Learn More","(728, 90)",39,0.452395351,0.621470227,13,3,street_sign
177.00,image_177,"A convenient, new ER
is now open near you.
LEARN MORE
centura
St. Francis Hospital
Interquest","(728, 90)",76,0.064223703,4.601545007,15,2,oscilloscope
178.00,image_178,"HUNGER
& HOME
LESSNESS
AWARENESS
WEEK
CLICK FOR
SUPPORT
NOV. 13-21, 2021
Every person deserves food
on their plate and a roof over
their head.
www.health.solutions
M
Health
-SOLUTIONS","(300, 250)",29,0.333769602,7.245388457,11,2,packet
179.00,image_179,"a true musical experience.
O
SUMMER
absolute sounds
International Distributors & Consultants of Specialised Hi-End Audio & Video Systema","(300, 250)",27,0.896265569,4.689094285,5,0,loudspeaker
180.00,image_180,"JUST ABOUT EVERYTHINGⓇ
For Guns
Midway
Shop Now","(728, 90)",39,0.73529214,8.84183016,8,3,organ
181.00,image_181,"HOT DEALS
Discounts, coupons and offers
on consumer electronics,
vacation packages,
health products, and more.
SAVE NOW","(300, 600)",55,0.038341929,2.706112371,5,0,web_site
182.00,image_182,"We provide resources to help victims put life back together again.
DPS
Victim Compensation Services
NC DEPARTMENT OF PUBLIC SAFETY
Learn More","(728, 90)",10,0.467139267,3.09019642,1,1,rule
183.00,image_183,"Visit Bainbridge
Where you can do as much
or
as little as you like.
www.visitbainbridgega.com","(300, 250)",45,0.629983407,6.965599865,9,2,web_site
184.00,image_184,"CASEWARE.
WHAT'S YOUR PERSPECTIVE ON TODAY'S
KEY ISSUES AFFECTING ACCOUNTING FIRMS?
Take Our Survey","(728, 90)",10,0.284435441,4.737649371,2,0,shower_curtain
185.00,image_185,"ASHLEY
let the light shine
shop now →
49","(970, 90)",59,0.042070891,6.655801204,13,2,chime
186.00,image_186,"BEFA CHAMPIONS LEAGUE
CBS SPORTST NEL
A CBS SPORTS | PGA TOUR
Paramount+
TRY IT FREE","(728, 90)",6,0.625380707,1.282787276,1,0,ski
187.00,image_187,"ORACLE
Got Goals? This Metrics
NETSUITE Framework Gets You There.
Learn
How","(320, 50)",18,0.79305318,3.130201895,3,1,envelope
188.00,image_188,"Family dinner,
delivered.
Try delivery or
curbside pickup.
Shop now.
*
P
instacart
Prices vary from in-store. Fees, tips & taxes
may apply. Subject to terms & availability.","(300, 250)",13,0.823545798,3.574245582,2,2,teddy
189.00,image_189,"Movies, Music, Games,
Audiobooks & More...
1. Click on ""Start""
2. Activate your account
3. Access your content
CONTINUE
Watch Apps","(970, 90)",17,0.957623835,2.778436581,5,0,envelope
190.00,image_190,"too NASHVILLE
SUBARU
SUBARU
Welcome
SUMMER
Savings
All 2023 Subaru
Outback Models
$2,400RP
MSRP: $31.388-TOTAL DISCOUNT $2,800 PURCHASE PRICE: $12.2
*
1512 Broadway, Nashville, TN 37203","(300, 250)",94,0.635187628,6.371052771,25,4,web_site
191.00,image_191,"msi
4F75 Thin
> BUY NOW
(intel)
CORE i7
newegg
2021
HOLIDAY
SALES
Powered by 10th Gen.
Intel® Core™ i7 processor","(300, 600)",5,0.140556882,7.073261568,2,0,comic_book
192.00,image_192,"COMING THIS KELOWNA THIS MAY!
CHEESE AND MEAT,
Artisan Food and Beverage Festival","(728, 90)",12,0.487743622,2.233380268,4,0,stole
193.00,image_193,"AUTO
FLASH
SALE
1% APR
DISCOUNT OFF
YOUR AUTO
LOAN!
THIS MONTH
ONLY!
Call a Member Service
Representative (MSR) today!
318.445.7388 cenlafcu.org
NCUA
CENA
Federal Credit Union","(300, 600)",36,0.877700914,3.752397387,5,2,web_site
194.00,image_194,"UP
TO
SAVE $500
*Select adjustable mattress sets only. Lesser savings
may apply. Learn more at TempurPedic.com.
TEMPUR-PEDIC
SHOP NOW","(728, 90)",27,0.406226423,1.375095122,7,3,street_sign
195.00,image_195,"HIPPIE & FRENCH
Thanks for
Voting Us Best
CBD Store
No Medical
Card Needed
5122 Butler St
hippieandfrench.com
APPIE & FRENCH
hot
mess
1500mg
30 ML
MIPPIE
1
m
131
F%
ra","(300, 250)",82,0.211644672,3.360303766,29,5,hair_spray
196.00,image_196,"ADVANTAGE
HOME CURRENT SPECIALS
CONTRACTING
The Leader in Home Repairs & Project
ARE YOU
CONSIDERING
ADDING AN ADDITION,
A GARAGE OR
A SUN ROOM
TO YOUR HOME?","(300, 250)",20,0.107800444,4.896361242,6,1,rocking_chair
197.00,image_197,"CHOOSE YOUR
CHRISTMAS SERMON SERIES
0
Holy
Might UGLY
Christmas
SWEATER
GOD
with Us
BEST
Christmas
EVER
MORE AVAILABLE AT:
Sermon Central","(300, 600)",26,0.350913968,4.58213103,11,3,web_site
198.00,image_198,"NURX. AGE BETTER
WITH TRETINOIN
GOLD STANDARD
ANTI-AGING
INGREDIENT
Learn More","(300, 250)",22,0.032104768,9.305873772,8,1,comic_book
199.00,image_199,"Find us on
PRECISION 417-846-3723 Facebook
f
LAND SERVICES. precisionlandservicesllc.com","(728, 90)",30,0.751718674,1.813941248,11,3,organ
200.00,image_200,"Memorial Day
AARP
LIMITED TIME OFFER
$9
When you sign up for a 5 year term
JOIN NOW
PER
YEAR","(300, 600)",38,0.649512004,1.429358386,11,1,web_site
201.00,image_201,"RECEIVE A FREE
3D RENDERING
OF YOUR HOME
SCHEDULE YOUR FREE
ROOFING ESTIMATE TODAY!
NU LOOK
HOME DESIGN","(300, 250)",19,0.049168226,2.890987559,12,2,book_jacket
202.00,image_202,"EMMIOL
Y2K GRUNGE STYLE
SHOP NOW","(300, 250)",2,0.483820975,1.71653448,1,0,jean
203.00,image_203,"HIT BY A TRUCK?
JEFF'S
HERE
MO
U
Allarmy inrauliction by appointment only
WRONGFUL DEATH / COMMERCIAL VEHICLE ACCIDENT
RECENT
DAVIS RESULT $6 MILLION
$3,509,864
CLIENT:
NEED
TO
444-4444
LAW FIRM
CORPUS CHRISTI
SAN ANTONIO","(300, 250)",18,0.244268199,0.027542834,7,3,comic_book
204.00,image_204,"BUILDING FACADE
ricresidences.com
ASCnce Code 110112233
OHGUO NON AA-2002/12-4210|CHSUD TLTS NON-006
Mus
且
LE PONT
RESIDENCE
BRIDGING YOU TO
YOUR BEST LIFE
RLC
Raise
Live
RESIDENCES Connect","(728, 90)",22,0.531638411,3.924108997,5,3,pole
205.00,image_205,"ATTEND
CSO's Future of Cybersecurity Summit
Smart Choices in a Fast-Changing World
JUNE 8, 2023
REGISTER
il
CSO","(728, 90)",37,0.06263307,8.453788834,7,1,barn
206.00,image_206,">SYNTHEGO
Precision IPSC CRISPR Editing
for Disease Modeling Studies
CRISPR Editing
of IPS Cells
Tech Note
Download
Tech Note","(728, 90)",71,0.558856335,0.374095485,15,6,shower_curtain
207.00,image_207,"Stay ahead of the curve
Competitive Intelligence Tools >
S&P Global
Market Intelligence","(728, 90)",37,0.880324336,4.240526584,6,3,picket_fence
208.00,image_208,"W
WEATHERBY through RAYTRADE
MEATEATER RIFLE
by Weatherby
NOW available in the UK
CLICK HERE
TO FIND OUT
MORE ABOUT
WEATHERBY","(728, 90)",10,0.648141886,9.539901588,3,1,library
209.00,image_209,"AntennawÈB.org LOOKING TO CUT THE CORD?
CLICK HERE to find out how many channels you can get FREE with an antenna","(320, 50)",33,0.190924489,1.39400494,8,0,bow
210.00,image_210,"Feel the drip
PORTLAND","(728, 90)",3,0.971682351,6.360734233,0,0,file
211.00,image_211,"SAVE UP TO
20%
*Exclusions
apply.
ETHAN ALLEN
Reno 9065 S. VIRGINIA ST.","(300, 250)",17,0.490042091,2.055043156,5,1,quilt
212.00,image_212,"RANGER 65
.COM
Q10
RANGERGG.COM","(300, 600)",12,0.687605636,9.337520565,3,1,racer
213.00,image_213,"Must-attend events
VIP LIST and special promotions CHICAGO","(320, 50)",24,0.525654337,5.584797468,6,2,barn
214.00,image_214,"ARE YOU PREPARED
TO SURVIVE?
Experts' Survival
Strategies for Natural
Disasters, Urban Threats,
and Other Deadly
Emergencies
GET PREPARED
FFGRIE
MEINE
WHAT
IF?
Det vil Strategies for Natural ters
Uh Theas and Other Deadly Emergencies","(300, 250)",48,0.006764349,5.195469589,12,4,standard_schnauzer
215.00,image_215,"Get exactly what you want.
verizon Only pay for what you need.","(320, 50)",47,0.144874117,5.218679297,11,2,oscilloscope
216.00,image_216,"Industry Week
BEST
Plants
The
WINNER
Johnson Controls, Inc.
Norman, OK","(300, 250)",67,0.463134597,2.18368708,19,3,web_site
217.00,image_217,"WORLD
REFUGEE DAY
CELEBRATE
THE CREATIVITY
OF REFUGEES
Rescue.org/EU K
nto
اسن","(300, 250)",50,0.930967211,7.756943301,10,3,comic_book
218.00,image_218,"ONEWHEEL
OFFICIAL
VEHICLE
OF SUMMER
Destroy Boredom
Shop Now
GT","(300, 250)",30,0.364833129,0.087595387,4,0,barrow
219.00,image_219,"Pediatric
Therapy
Studio
ABA Therapy Speech & Language Therapy. Occupational Therapy
تحليل السلوك التطبيقي
علاج النطق واللغة
العلاج الوظيفي
www.pediatrictherapystudio.com 703-633-4808","(728, 90)",87,0.187553238,5.739582376,14,2,oscilloscope
220.00,image_220,"ebay
motors
Have a project
in the works?
Get every part and accessory
your truck needs.
Take a look →
10
wur","(970, 250)",28,0.730193078,6.917355656,4,1,ski
221.00,image_221,"НКНЕ
HANSHAW
KENNEDY
HAFEN, LLP
Attorneys at Law","(728, 90)",34,0.537979694,3.538261655,7,4,book_jacket
222.00,image_222,"PARIONS
SPORT
EN LIGNE
JE M'INSCRIS
JOUER COMPORTE DES RISQUES: ISOLEMENT, ENDETTEMENT... APPELEZ LE 09 74 75 13 13 (APPEL NON SURTAXE)","(728, 90)",27,0.031706631,1.337136579,5,1,street_sign
223.00,image_223,"LIGHTER.
SIMPLER.
STRONGER.
មហ
S
INTEGRATED
SEE HOW
WE BUILT IT ▸
INTERNATIONAL","(300, 250)",11,0.687548099,1.968043211,1,0,web_site
224.00,image_224,"Spring Market
AGRICENTER INTERNATIONAL / MEMPHIS, TN
MARCH 31,
APRIL, 1 & 2","(728, 90)",20,0.490665697,6.991951161,5,2,coffee_mug
225.00,image_225,"ROSELINLIN
• Chic
LINEN
FASHION
SHOP NOW","(300, 250)",12,0.41446588,5.565711073,3,0,jean
226.00,image_226,"CB 350 RS
Honda BigWing
I Live my
story
HEADLAMP COM
CAFE RACER
SINGLE SEAT COM
HONDA
BOOK NOW
Jomo
tepat","(300, 600)",49,0.164554288,3.912651553,10,1,web_site
227.00,image_227,"COLLEGE
FOOTBALL BECAUSE SATURDAY NIGHTS ARE MEANT TO BE FUN
+HHH+
SATURDAY NIGHT
KATE SCOTT & MIKE GOLIC deliver a fresh play-by-play broadcast this fall.
POWERED BY LEARFIELD","(728, 90)",75,0.766898619,5.101281137,25,4,pole
228.00,image_228,"Meta Quest 2
x Resident
Evil 4
Watch As Avan Jogia Takes On RE4 For The First Time
WATCH HERE
Presented By
Meta Quest","(970, 250)",20,0.057776673,0.38428251,5,4,iron
229.00,image_229,"Help Banish
the Unofficial
Luggage of
Foster Care
Provide a suitcase, Bible,
and a teddy bear to a child
entering foster care.
Give a Child Hope","(300, 250)",20,0.840425549,7.286140316,4,0,turnstile
230.00,image_230,"Easterns
AUTOMOTIVE GROUP
Any Cat, Any Way For Everyone
Easterns
AUTOMOTIVE GROUP
SHOPPING FOR A CAR?
LET US EARN YOUR BUSINESS AGAIN
SHOP
NOW","(728, 90)",85,0.691673344,2.742456126,21,6,web_site
231.00,image_231,"Hire temps to
fill the gap?
SAPRO
WORKFORCE SOLUTIONS
ACCOUNTING","(728, 90)",66,0.863492382,4.751345097,18,5,chime
232.00,image_232,"Tomato and Eggs Is the
Flavor of Home for This
Food Ethnographer
READ MORE ON EATER >>
AMERICAN BORN
CHINESE
Dianept","(300, 600)",22,0.898754664,7.654625466,5,1,web_site
233.00,image_233,"THE BIBLE
NEVER
SAID THAT
FREE PODCAST >","(300, 250)",50,0.304903324,8.000959435,15,3,doormat
234.00,image_234,"COUPONS AVAILABLE
Activate coupons →
Piggy","(970, 90)",83,0.706286463,9.969507502,21,5,rule
235.00,image_235,"Insurance
for visitors to the US
VisitorPLANS.com
INSURANCE THAT TRAVELS WITH YOU
www.visitorplans.com
1-855-5-VISITOR/
1-510-353-1180
Get Quote","(728, 90)",20,0.19662983,6.166804569,2,1,bookcase
236.00,image_236,"Start
1. Click on ""Start""
2. Activate your account
3. Access your content
Movies,
Music,
Games,
Audiobooks
Find it on topcontent-entertainment","(970, 250)",30,0.555626668,5.19872567,6,1,web_site
237.00,image_237,"Thank you!!!!
Gring DEP
SHOW THEM YOUR
SUPPORT OPERATION GRATITUDE","(728, 90)",81,0.703967095,2.044628422,19,2,bow
238.00,image_238,"NATIONAL
CATHOLIC
REPORTER
Peace & Justice
SPECIAL SECTION
ISSUE DATE: JULY 21
RESERVATION DEADLINE: JUNE 21
JUSTICE","(300, 250)",24,0.531680228,9.462638886,7,1,comic_book
239.00,image_239,"Medscape
Trending
Podcasts in
Healthcare
Download Now","(300, 250)",35,0.005117415,5.255368656,11,3,bow
240.00,image_240,"KUMON
LEARNING CENTERS
elevate your child's
math skills this summer
Book
Your FREE
Assessment","(728, 90)",19,0.890055165,6.545698153,3,1,bow
241.00,image_241,"Follow
@CineplexMovies
twitter
For movie news, contests & more!
on
CINEPLEX","(300, 250)",26,0.809474226,6.539864867,6,1,web_site
242.00,image_242,"moneycontrol PRO
Subscribe for
1 YEAR
—at just
365
Subscribe Now","(300, 250)",6,0.140787185,7.355738545,2,0,web_site
243.00,image_243,"Raising up
diverse voices
in agriculture
farmland.org
American
Farmland
Trust","(300, 250)",3,0.326718123,4.474813159,0,0,web_site
244.00,image_244,"B
Window
""Simply the Best for Less""
C
THE VERY BEST REPLACEMENT
WINDOWS, DOORS, & HOME SIDING
IN BIRMINGHAM!
REQUEST FREE ESTIMATE","(728, 90)",28,0.466472435,4.704600333,8,3,vending_machine
245.00,image_245,"warm tones
are trending
shop now →
AMOR
ASHLEY","(336, 280)",19,0.514308431,3.090686335,3,1,studio_couch
246.00,image_246,"Want to grab a plate at family dinner safely?
Get up. Get out. Get vaccinated.
Find a vaccination site near you Click Here","(728, 90)",40,0.297847674,6.123381761,11,2,rule
247.00,image_247,"UNIVERSITY OF
LOUISVILLE.
COLLEGE OF BUSINESS
EQUINE INDUSTRY PROGRAM
LOVE THE
RACING
LIFESTYLE?
Enhance your career
with UofL's graduate
Horse Racing Industry
Business Certificate.
APPLY TODAY!
Business.Louisville.edu/OnlineEquine","(160, 600)",15,0.287290894,9.83084454,4,0,menu
248.00,image_248,"D
PROMO CODES
AVAILABLE
SEE FREE CODES
Capital One Shopping
The coupon-finding
browser extension","(300, 250)",28,0.234560248,9.615156428,7,2,menu
249.00,image_249,"Pilot
HONDA
Hit the ground
running in a
new Honda.
Accord
Keystone Honda Dealers
CR-V
SEE OFFERS
Pilot TrailSport shown CR-V Sport Touring Hybrid shown.
Accord Sport-L Hybrid shown.
Honda","(300, 600)",12,0.288047238,9.19794864,5,1,web_site
250.00,image_250,"State Farm
Create your
Personal
Price Plan™
today.
Learn more
Prices vary by state. Options selected by customer; availability and eligibility may vary.","(300, 600)",75,0.739855476,8.114606791,17,4,web_site
251.00,image_251,"letterkenny
Busking Festival
SHOPLK BUC
DONEGAL
All types of BUSKERS&STREET ENTERTAINERS welcome!
Sat 29th July Music & Entertainment all along Main Street
from 1:30pm to 3pm","(728, 90)",5,0.017850614,4.336642808,2,0,paintbrush
252.00,image_252,"flyexclusive
$
Robb Report
BEST OF
THE BEST
WINNER
2022
Up to $100k
in flight credits
with a share purchase of
a brand new Citation CJ3+.","(300, 600)",2,0.025184416,4.337231679,1,0,web_site
253.00,image_253,"JONNAD YWN MEYERS & EVELYN
SKAUBAD
mm
fest
-HAZEL PARK
JUNE 24&25,2023","(300, 250)",86,0.612282376,5.951535168,17,3,comic_book
254.00,image_254,"LIQUI
MOLY
MOTOR OILS
& ADDITIVES
MADE IN GERMANY
Contest
TOP TEC
4200
SAE 5W-30
MOTOR OILLE.
LIQUI MOLY is the aftermarket's
leading supplier of German
motor oils providing all the latest
generation of BMW approvals
so you won't lose your warranty!","(970, 250)",26,0.050786088,4.959774743,4,1,ski
